station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
DFW,2021-02-07 01:50,,,,360.00,10.00,,30.02,,10.00,,BKN,,,,3300.00,,,,,,,,,,,,KDFW 070150Z AUTO 36010KT 10SM BKN033 09/04 A3002 RMK T00900040 MADISHF
DFW,2021-02-07 01:53,48.00,39.00,70.85,10.00,10.00,0.00,30.01,1016.20,10.00,,BKN,,,,3300.00,,,,,,,,,,,43.03,KDFW 070153Z 01010KT 10SM BKN033 09/04 A3001 RMK AO2 SLP162 T00890039
DFW,2021-02-07 01:55,,,,20.00,11.00,,30.01,,10.00,,OVC,,,,3300.00,,,,,,,,,,,,KDFW 070155Z AUTO 02011KT 10SM OVC033 09/04 A3001 RMK T00900040 MADISHF
DFW,2021-02-07 02:00,,,,10.00,11.00,,30.01,,10.00,,OVC,,,,3399.00,,,,,,,,,,,,KDFW 070200Z AUTO 01011KT 10SM OVC033 09/03 A3001 RMK T00900030 MADISHF
DFW,2021-02-07 02:05,,,,20.00,9.00,,30.01,,10.00,,OVC,,,,3399.00,,,,,,,,,,,,KDFW 070205Z AUTO 02009KT 10SM OVC033 09/03 A3001 RMK T00900030 MADISHF
DFW,2021-02-07 02:10,,,,30.00,8.00,,30.02,,10.00,,OVC,,,,3500.00,,,,,,,,,,,,KDFW 070210Z AUTO 03008KT 10SM OVC035 09/03 A3002 RMK T00900030 MADISHF
DFW,2021-02-07 02:15,,,,20.00,10.00,,30.02,,10.00,,OVC,,,,3500.00,,,,,,,,,,,,KDFW 070215Z AUTO 02010KT 10SM OVC035 09/04 A3002 RMK T00900040 MADISHF
DFW,2021-02-07 02:20,,,,10.00,11.00,,30.02,,10.00,,OVC,,,,3500.00,,,,,,,,,,,,KDFW 070220Z AUTO 01011KT 10SM OVC035 09/03 A3002 RMK T00900030 MADISHF
DFW,2021-02-07 02:25,,,,20.00,8.00,,30.02,,10.00,,OVC,,,,3500.00,,,,,,,,,,,,KDFW 070225Z AUTO 02008KT 10SM OVC035 08/03 A3002 RMK T00800030 MADISHF
DFW,2021-02-07 02:30,,,,20.00,8.00,,30.02,,10.00,,OVC,,,,3600.00,,,,,,,,,,,,KDFW 070230Z AUTO 02008KT 10SM OVC036 08/03 A3002 RMK T00800030 MADISHF
DFW,2021-02-07 02:35,,,,10.00,8.00,,30.03,,10.00,,OVC,,,,3600.00,,,,,,,,,,,,KDFW 070235Z AUTO 01008KT 10SM OVC036 08/03 A3003 RMK T00800030 MADISHF
DFW,2021-02-07 02:40,,,,10.00,8.00,,30.03,,10.00,,OVC,,,,3600.00,,,,,,,,,,,,KDFW 070240Z AUTO 01008KT 10SM OVC036 08/03 A3003 RMK T00800030 MADISHF
DFW,2021-02-07 02:45,,,,10.00,11.00,,30.03,,10.00,,OVC,,,,3600.00,,,,,,,,,,,,KDFW 070245Z AUTO 01011KT 10SM OVC036 08/03 A3003 RMK T00800030 MADISHF
DFW,2021-02-07 02:50,,,,10.00,9.00,,30.03,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070250Z AUTO 01009KT 10SM BKN036 08/03 A3003 RMK T00800030 MADISHF
DFW,2021-02-07 02:53,46.00,37.90,73.18,20.00,10.00,0.00,30.03,1016.80,10.00,,BKN,,,,3600.00,,,,,,,,,,,40.52,KDFW 070253Z 02010KT 10SM BKN036 08/03 A3003 RMK AO2 SLP168 T00780033 51023
DFW,2021-02-07 02:55,,,,20.00,11.00,,30.03,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070255Z AUTO 02011KT 10SM BKN036 08/03 A3003 RMK T00800030 MADISHF
DFW,2021-02-07 03:00,,,,20.00,11.00,,30.04,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070300Z AUTO 02011KT 10SM BKN036 08/03 A3004 RMK T00800030 MADISHF
DFW,2021-02-07 03:05,,,,20.00,15.00,,30.04,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070305Z AUTO 02015KT 10SM BKN036 08/03 A3004 RMK T00800030 MADISHF
DFW,2021-02-07 03:10,,,,20.00,10.00,,30.04,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070310Z AUTO 02010KT 10SM BKN036 08/03 A3004 RMK T00800030 MADISHF
DFW,2021-02-07 03:15,,,,30.00,13.00,,30.04,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070315Z AUTO 03013KT 10SM BKN036 07/03 A3004 RMK T00700030 MADISHF
DFW,2021-02-07 03:20,,,,20.00,11.00,,30.04,,10.00,,BKN,,,,3600.00,,,,,,,,,,,,KDFW 070320Z AUTO 02011KT 10SM BKN036 07/03 A3004 RMK T00700030 MADISHF
DFW,2021-02-07 03:25,,,,20.00,10.00,,30.05,,10.00,,SCT,,,,3600.00,,,,,,,,,,,,KDFW 070325Z AUTO 02010KT 10SM SCT036 07/03 A3004 RMK T00700030 MADISHF
DFW,2021-02-07 03:30,,,,30.00,9.00,,30.05,,10.00,,SCT,,,,3700.00,,,,,,,,,,,,KDFW 070330Z AUTO 03009KT 10SM SCT037 07/03 A3004 RMK T00700030 MADISHF
DFW,2021-02-07 03:35,,,,20.00,10.00,,30.06,,10.00,,BKN,,,,3700.00,,,,,,,,,,,,KDFW 070335Z AUTO 02010KT 10SM BKN037 07/03 A3005 RMK T00700030 MADISHF
DFW,2021-02-07 03:40,,,,20.00,9.00,,30.07,,10.00,,BKN,,,,3700.00,,,,,,,,,,,,KDFW 070340Z AUTO 02009KT 10SM BKN037 07/03 A3006 RMK T00700030 MADISHF
DFW,2021-02-07 03:45,,,,30.00,9.00,,30.07,,10.00,,BKN,,,,3900.00,,,,,,,,,,,,KDFW 070345Z AUTO 03009KT 10SM BKN039 07/03 A3006 RMK T00700030 MADISHF
DFW,2021-02-07 03:50,,,,20.00,9.00,,30.07,,10.00,,BKN,,,,3900.00,,,,,,,,,,,,KDFW 070350Z AUTO 02009KT 10SM BKN039 07/03 A3006 RMK T00700030 MADISHF
DFW,2021-02-07 03:53,44.10,37.90,78.66,20.00,11.00,0.00,30.07,1018.30,10.00,,BKN,,,,3900.00,,,,,,,,,,,37.76,KDFW 070353Z 02011KT 10SM BKN039 07/03 A3007 RMK AO2 SLP183 T00670033
DFW,2021-02-07 03:55,,,,20.00,11.00,,30.08,,10.00,,BKN,,,,3900.00,,,,,,,,,,,,KDFW 070355Z AUTO 02011KT 10SM BKN039 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:00,,,,10.00,8.00,,30.08,,10.00,,BKN,,,,3800.00,,,,,,,,,,,,KDFW 070400Z AUTO 01008KT 10SM BKN038 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:05,,,,10.00,10.00,,30.08,,10.00,,BKN,,,,3800.00,,,,,,,,,,,,KDFW 070405Z AUTO 01010KT 10SM BKN038 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:10,,,,10.00,10.00,,30.08,,10.00,,BKN,,,,3800.00,,,,,,,,,,,,KDFW 070410Z AUTO 01010KT 10SM BKN038 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:15,,,,10.00,7.00,,30.09,,10.00,,BKN,,,,3700.00,,,,,,,,,,,,KDFW 070415Z AUTO 01007KT 10SM BKN037 07/03 A3009 RMK T00700030 MADISHF
DFW,2021-02-07 04:20,,,,20.00,8.00,,30.08,,10.00,,BKN,,,,3700.00,,,,,,,,,,,,KDFW 070420Z AUTO 02008KT 10SM BKN037 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:25,,,,30.00,5.00,,30.08,,10.00,,OVC,,,,3700.00,,,,,,,,,,,,KDFW 070425Z AUTO 03005KT 10SM OVC037 07/03 A3007 RMK T00700030 MADISHF
DFW,2021-02-07 04:30,,,,20.00,5.00,,30.08,,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,,KDFW 070430Z AUTO 02005KT 10SM FEW012 BKN037 06/03 A3007 RMK T00600030 MADISHF
DFW,2021-02-07 04:35,,,,10.00,7.00,,30.08,,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,,KDFW 070435Z AUTO 01007KT 10SM FEW012 BKN037 06/03 A3007 RMK T00600030 MADISHF
DFW,2021-02-07 04:40,,,,10.00,7.00,,30.08,,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,,KDFW 070440Z AUTO 01007KT 10SM FEW012 BKN037 06/03 A3007 RMK T00600030 MADISHF
DFW,2021-02-07 04:45,,,,10.00,8.00,,30.08,,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,,KDFW 070445Z AUTO 01008KT 10SM FEW012 BKN037 06/03 A3007 RMK T00600030 MADISHF
DFW,2021-02-07 04:50,,,,10.00,5.00,,30.08,,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,,KDFW 070450Z AUTO 01005KT 10SM FEW012 BKN037 05/03 A3007 RMK T00500030 MADISHF
DFW,2021-02-07 04:53,41.00,36.00,82.22,10.00,7.00,0.00,30.08,1018.60,10.00,,FEW,BKN,,,1200.00,3700.00,,,,,,,,,,35.75,KDFW 070453Z 01007KT 10SM FEW012 BKN037 05/02 A3008 RMK AO2 SLP186 T00500022
DFW,2021-02-07 04:55,,,,10.00,5.00,,30.08,,10.00,,SCT,,,,3700.00,,,,,,,,,,,,KDFW 070455Z AUTO 01005KT 10SM SCT037 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:00,,,,20.00,5.00,,30.08,,10.00,,FEW,,,,3700.00,,,,,,,,,,,,KDFW 070500Z AUTO 02005KT 10SM FEW037 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:05,,,,10.00,7.00,,30.08,,10.00,,FEW,,,,3700.00,,,,,,,,,,,,KDFW 070505Z AUTO 01007KT 10SM FEW037 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:10,,,,20.00,5.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070510Z AUTO 02005KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:15,,,,20.00,7.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070515Z AUTO 02007KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:20,,,,20.00,8.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070520Z AUTO 02008KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:25,,,,20.00,7.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070525Z AUTO 02007KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:30,,,,30.00,7.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070530Z AUTO 03007KT 10SM CLR 04/02 A3007 RMK T00400020 MADISHF
DFW,2021-02-07 05:35,,,,30.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070535Z AUTO 03007KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
DFW,2021-02-07 05:40,,,,30.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070540Z AUTO 03005KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
DFW,2021-02-07 05:45,,,,50.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070545Z AUTO 05005KT 10SM CLR 04/02 A3006 RMK T00400020 MADISHF
DFW,2021-02-07 05:50,,,,50.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070550Z AUTO 05005KT 10SM CLR 03/02 A3005 RMK T00300020 MADISHF
DFW,2021-02-07 05:53,37.90,35.10,89.53,50.00,6.00,0.00,30.06,1018.00,10.00,,FEW,,,,2000.00,,,,,,,,,,,32.64,KDFW 070553Z 05006KT 10SM FEW020 03/02 A3006 RMK AO2 SLP180 T00330017 10106 20033 401500033 50011
DFW,2021-02-07 05:55,,,,50.00,5.00,,30.06,,10.00,,FEW,,,,1800.00,,,,,,,,,,,,KDFW 070555Z AUTO 05005KT 10SM FEW018 03/02 A3005 RMK T00300020 MADISHF
DFW,2021-02-07 06:00,,,,60.00,5.00,,30.06,,10.00,,FEW,,,,1800.00,,,,,,,,,,,,KDFW 070600Z AUTO 06005KT 10SM FEW018 03/02 A3005 RMK T00300020 MADISHF
DFW,2021-02-07 06:05,,,,70.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070605Z AUTO 07005KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:10,,,,60.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070610Z AUTO 06005KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:15,,,,70.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070615Z AUTO 07005KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:20,,,,80.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070620Z AUTO 08005KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:25,,,,70.00,7.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070625Z AUTO 07007KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:30,,,,60.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070630Z AUTO 06008KT 10SM CLR 04/02 A3005 RMK T00400020 MADISHF
DFW,2021-02-07 06:35,,,,60.00,7.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070635Z AUTO 06007KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
DFW,2021-02-07 06:40,,,,60.00,8.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070640Z AUTO 06008KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 06:45,,,,60.00,7.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070645Z AUTO 06007KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 06:50,,,,70.00,7.00,,30.05,,10.00,,FEW,,,,1800.00,,,,,,,,,,,,KDFW 070650Z AUTO 07007KT 10SM FEW018 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 06:53,37.90,34.00,85.69,70.00,6.00,0.00,30.05,1017.40,10.00,,FEW,,,,1800.00,,,,,,,,,,,32.64,KDFW 070653Z 07006KT 10SM FEW018 03/01 A3005 RMK AO2 SLP174 T00330011
DFW,2021-02-07 06:55,,,,70.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070655Z AUTO 07005KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
DFW,2021-02-07 07:00,,,,70.00,7.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070700Z AUTO 07007KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
DFW,2021-02-07 07:05,,,,60.00,7.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070705Z AUTO 06007KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:10,,,,60.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070710Z AUTO 06005KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:15,,,,60.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070715Z AUTO 06005KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:20,,,,60.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070720Z AUTO 06005KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:25,,,,60.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070725Z AUTO 06005KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:30,,,,70.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070730Z AUTO 07004KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:35,,,,80.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070735Z AUTO 08002KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:40,,,,80.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070740Z AUTO 08002KT 10SM CLR 04/02 A3003 RMK T00400020 MADISHF
DFW,2021-02-07 07:45,,,,100.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070745Z AUTO 10002KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 07:50,,,,80.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070750Z AUTO 08002KT 10SM CLR 03/02 A3003 RMK T00300020 MADISHF
DFW,2021-02-07 07:53,37.90,35.10,89.53,80.00,3.00,0.00,30.04,1016.90,10.00,,FEW,,,,1800.00,,,,,,,,,,,35.43,KDFW 070753Z 08003KT 10SM FEW018 03/02 A3004 RMK AO2 SLP169 T00330017
DFW,2021-02-07 07:55,,,,80.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070755Z AUTO 08002KT 10SM CLR 04/02 A3004 RMK T00400020 MADISHF
DFW,2021-02-07 08:00,,,,90.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070800Z AUTO 09002KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 08:05,,,,110.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070805Z AUTO 11002KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
DFW,2021-02-07 08:10,,,,0.00,0.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070810Z AUTO 00000KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 08:15,,,,110.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070815Z AUTO 11002KT 10SM CLR 03/02 A3004 RMK T00300020 MADISHF
DFW,2021-02-07 08:20,,,,130.00,2.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070820Z AUTO 13002KT 10SM CLR 03/01 A3004 RMK T00300010 MADISHF
DFW,2021-02-07 08:25,,,,130.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070825Z AUTO 13004KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 08:30,,,,110.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070830Z AUTO 11005KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 08:35,,,,100.00,5.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070835Z AUTO 10005KT 10SM CLR 03/01 A3002 RMK T00300010 MADISHF
DFW,2021-02-07 08:40,,,,90.00,4.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070840Z AUTO 09004KT 10SM CLR 03/01 A3002 RMK T00300010 MADISHF
DFW,2021-02-07 08:45,,,,0.00,0.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070845Z AUTO 00000KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 08:50,,,,80.00,2.00,,30.02,,10.00,,FEW,,,,1800.00,,,,,,,,,,,,KDFW 070850Z AUTO 08002KT 10SM FEW018 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 08:53,35.10,33.10,92.32,70.00,3.00,0.00,30.02,1016.40,10.00,,FEW,,,,1800.00,,,,,,,,,,,32.23,KDFW 070853Z 07003KT 10SM FEW018 02/01 A3002 RMK AO2 SLP164 T00170006 56014
DFW,2021-02-07 08:55,,,,0.00,0.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070855Z AUTO 00000KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 09:00,,,,90.00,2.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070900Z AUTO 09002KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 09:05,,,,90.00,4.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070905Z AUTO 09004KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 09:10,,,,90.00,2.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070910Z AUTO 09002KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 09:15,,,,100.00,2.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070915Z AUTO 10002KT 10SM CLR 02/01 A3002 RMK T00200010 MADISHF
DFW,2021-02-07 09:20,,,,90.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070920Z AUTO 09002KT 10SM CLR 03/01 A3003 RMK T00300010 MADISHF
DFW,2021-02-07 09:25,,,,90.00,4.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KDFW 070925Z AUTO 09004KT 10SM CLR 03/01 A3002 RMK T00300010 MADISHF
